"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-21T15:09:03Z"
"Version","20250521150903"
"OfferCode","AmazonBedrock"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Architecture","Architecture Name","Custom Model Unit Version","Feature","Feature Type","Inference Type","Model","Model Unit","Policy Type","Provider","Region Code","serviceName","Titan Model","Titan Model Unit"
"WNDZW73KPV95F7ZH","JRTCKXETXF","WNDZW73KPV95F7ZH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per image for TitanImageGeneratorG1-Custom-I2I-1024-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0200000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Custom-I2I-1024-Standard","",,,,"On-demand Inference",,"Custom I2I 1024 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"WSBSQ52X5DD3NMZJ","JRTCKXETXF","WSBSQ52X5DD3NMZJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$23.4 per hour for TitanImageGeneratorV2-ProvisionedThroughput-Custom-NoCommit-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","23.4000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-ProvisionedThroughput-Custom-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - no commit",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator V2"
"WVQ2Q2KAP3SK8XE8","JRTCKXETXF","WVQ2Q2KAP3SK8XE8.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.08 USD of Nova Canvas in us-east-1","2025-05-01","0","Inf","image","0.0800000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-I2I-2048-Premium","",,,,"On-demand Inference",,"I2I 2048 Premium","Nova Canvas",,,,"us-east-1","Amazon Bedrock",,
"X89U3A2X9YF453CH","JRTCKXETXF","X89U3A2X9YF453CH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00045 per 1K tokens for Mixtral 8x7B input tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0004500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mixtral8x7B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Mixtral 8x7B",,,"Mistral","us-east-1","Amazon Bedrock",,
"XA3S3N23SB87WD7Z","JRTCKXETXF","XA3S3N23SB87WD7Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","$21 per hour for TitanImageGeneratorG1-ProvisionedThroughput-Custom-1month-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","21.0000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-ProvisionedThroughput-Custom-1month-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator G1"
"XAJFCJ3MVMUBDUYB","JRTCKXETXF","XAJFCJ3MVMUBDUYB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003 per 1K tokens for Mistral Small input tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0030000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-MistralSmall-output-tokens","",,,,"On-demand Inference",,"Output tokens","Mistral Small",,,"Mistral","us-east-1","Amazon Bedrock",,
"XAR69MSGZSU6FEM9","JRTCKXETXF","XAR69MSGZSU6FEM9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.000035 per 1K tokens for Nova Micro-input-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000350000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-input-tokens","",,,,"On-demand Inference",,"Input tokens","Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"XAT8ZNJAGQU5KAW5","JRTCKXETXF","XAT8ZNJAGQU5KAW5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0012 per 1K input tokens for Llama 3.1 405B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0012000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-405B-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Llama 3.1 405B",,,"Meta","us-east-1","Amazon Bedrock",,
"XB2MCQT4XWZRUUYT","JRTCKXETXF","XB2MCQT4XWZRUUYT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0002 per 1K tokens for Mistral 7B output tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0002000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mistral7B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Mistral 7B",,,"Mistral","us-east-1","Amazon Bedrock",,
"XPBN9YNK7QGZXBRN","JRTCKXETXF","XPBN9YNK7QGZXBRN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00072 per 1K input tokens for Llama 3.3 70B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0007200000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-3-70B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Llama 3.3 70B",,,"Meta","us-east-1","Amazon Bedrock",,
"XQHE5WK89WNW7ABY","JRTCKXETXF","XQHE5WK89WNW7ABY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.018 per image for TitanImageGeneratorG1-Custom-T2I-512-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0180000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Custom-T2I-512-Standard","",,,,"On-demand Inference",,"Custom T2I 512 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"XVQBF4C2WERM5RM6","JRTCKXETXF","XVQBF4C2WERM5RM6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00016 per 1K output tokens for Llama 3.2 11B in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-2-11B-output-tokens","",,,,"On-demand Inference",,"Output tokens","Llama 3.2 11B",,,"Meta","us-east-1","Amazon Bedrock",,
"XXX3GN6R82Y3RU52","JRTCKXETXF","XXX3GN6R82Y3RU52.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.009 per Minutes Processed for USE1-DataAutomation-Custom-AudioMinutesProcessed in US East (N. Virginia)","2025-05-01","0","Inf","Minutes Processed","0.0090000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-DataAutomation-Custom-AudioMinutesProcessed","InvokeDataAutomationAsync",,,,"Audio Custom",,,,,,,"us-east-1","Amazon Bedrock",,
"XZ3PWM6SDSM9CEEM","JRTCKXETXF","XZ3PWM6SDSM9CEEM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit/Minute Inference for Multimodal Llama architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-MLlama-CustomModelImport-Inference-v1:0","","MLlama","Multimodal Llama","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
"YGT73D37BVQJ5ND2","JRTCKXETXF","YGT73D37BVQJ5ND2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00011 per 1K input tokens for Llama 3.1 8B in US East (N. Virginia) for Batch","2025-05-01","0","Inf","1K tokens","0.0001100000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-8B-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Llama 3.1 8B",,,"Meta","us-east-1","Amazon Bedrock",,
"YH4GWDK2EHA3XRJR","JRTCKXETXF","YH4GWDK2EHA3XRJR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.008 per image for TitanImageGeneratorG1-I2I-512-Standard in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0080000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-I2I-512-Standard","",,,,"On-demand Inference",,"I2I 512 Standard",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"YQ6ZSNB4ETG2RHVQ","JRTCKXETXF","YQ6ZSNB4ETG2RHVQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00006 per image for TitanEmbeddingsG1-Image-input-image in US East (N. Virginia)","2025-05-01","0","Inf","Images Processed","0.0000600000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanEmbeddingsG1-Image-input-image","",,,,"On-demand Inference",,"Input image",,,,,"us-east-1","Amazon Bedrock","Titan Embeddings G1 Image",
"YQSJA22BPUVEWDW3","JRTCKXETXF","YQSJA22BPUVEWDW3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.95 per Custom Model/Month Storage for Llama architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Model/month","1.9500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama-CustomModelImport-Storage-v1:0","","Llama","Llama","v1.0","Custom Model Import","Storage",,,,,,"us-east-1","Amazon Bedrock",,
"YTRWHWRD3SFSRTT3","JRTCKXETXF","YTRWHWRD3SFSRTT3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00015 per 1K tokens for Mistral 7B input tokens in US East (N.Virginia)","2025-05-01","0","Inf","1K tokens","0.0001500000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mistral7B-input-tokens","",,,,"On-demand Inference",,"Input tokens","Mistral 7B",,,"Mistral","us-east-1","Amazon Bedrock",,
"YUSGHKDUPQRC75RK","JRTCKXETXF","YUSGHKDUPQRC75RK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.00014 per 1K tokens for Nova Micro-output-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0001400000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-output-tokens","",,,,"On-demand Inference",,"Output tokens","Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"YWYKJ9HG9DZPEYTW","JRTCKXETXF","YWYKJ9HG9DZPEYTW.JRTCKXETXF.6YS6EN2CT7","OnDemand","0.04 USD of Nova Canvas in us-east-1","2025-05-01","0","Inf","image","0.0400000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaCanvas-T2I-1024-Standard","",,,,"On-demand Inference",,"T2I 1024 Standard","Nova Canvas",,,,"us-east-1","Amazon Bedrock",,
"Z6CR5WMH7Y2J558H","JRTCKXETXF","Z6CR5WMH7Y2J558H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$ 0.0000175 per 1K tokens for Nova Micro-input-tokens in us-east-1 (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000175000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-input-tokens-batch","",,,,"Batch Inference",,"Input tokens","Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"Z9YXWS2UWJ5D8AHS","JRTCKXETXF","Z9YXWS2UWJ5D8AHS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$108.15 per hour for -NovaLite-ProvisionedThroughput-NoCommit-ModelUnits in US East (N. Virginia)","2025-05-01","0","Inf","hour","108.1500000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaLite-ProvisionedThroughput-NoCommit-ModelUnits","",,,,"Provisioned Throughput Inference - no commit",,,"Nova Lite","Nova Lite",,,"us-east-1","Amazon Bedrock",,
"ZBMFU9YB3UXKCUE8","JRTCKXETXF","ZBMFU9YB3UXKCUE8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$21 per hour for TitanImageGeneratorV2-ProvisionedThroughput-Custom-1month-ModelUnit in US East (N. Virginia)","2025-05-01","0","Inf","hour","21.0000000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorV2-ProvisionedThroughput-Custom-1month-ModelUnits","",,,,"Provisioned Throughput Inference - Custom - 1 month",,,,,,,"us-east-1","Amazon Bedrock",,"Titan Image Generator V2"
"ZEJSXGT973DYB7JF","JRTCKXETXF","ZEJSXGT973DYB7JF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00300 per 1K tokens for Claude3Sonnet-input-tokens inUS East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0030000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Claude3Sonnet-input-tokens","",,,,"On-demand Inference",,"Input tokens","Claude 3 Sonnet",,,"Anthropic","us-east-1","Amazon Bedrock",,
"ZKCCTPJXTF33WCT5","JRTCKXETXF","ZKCCTPJXTF33WCT5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1 per 1K text units for ContextualGroundingPolicyUnitsConsumed in US East (N. Virginia)","2025-05-01","0","Inf","TextUnit","0.0001000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Guardrail-ContextualGroundingPolicyUnitsConsumed","ApplyGuardrail",,,,,,,,,"ContextualGrounding",,"us-east-1","Amazon Bedrock",,
"ZQ5FR9UVF8V64SX8","JRTCKXETXF","ZQ5FR9UVF8V64SX8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00000875 per 1K cache read input tokens of Nova Micro in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0000087500","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-NovaMicro-cache-read-input-token-count","",,,,"On-demand Inference",,"Prompt cache read input tokens","Nova Micro",,,,"us-east-1","Amazon Bedrock",,
"ZRT87PRQNK45SC6F","JRTCKXETXF","ZRT87PRQNK45SC6F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0009 per 1K output tokens for Llama 3.1 70B Latency Optimized in US East (N. Virginia)","2025-05-01","0","Inf","1K tokens","0.0009000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Llama3-1-70B-output-tokens-latency-optimized","",,,,"On-demand Inference",,"Output tokens","Llama 3.1 70B Latency Optimized",,,"Meta","us-east-1","Amazon Bedrock",,
"ZWSTZF7M8AR8A4ET","JRTCKXETXF","ZWSTZF7M8AR8A4ET.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02 per image for TitanImageGeneratorG1-Custom-T2I-512-Premium in US East (N. Virginia)","2025-05-01","0","Inf","image","0.0200000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-TitanImageGeneratorG1-Custom-T2I-512-Premium","",,,,"On-demand Inference",,"Custom T2I 512 Premium",,,,,"us-east-1","Amazon Bedrock","Titan Image Generator G1",
"ZXB3HHGAAQPPBXP9","JRTCKXETXF","ZXB3HHGAAQPPBXP9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0785 per Custom Model Unit/Minute Inference for Mixtral architecture models in US East (N. Virginia)","2025-05-01","0","Inf","Custom Model Unit per Min","0.0785000000","USD","Amazon Bedrock","AmazonBedrock","US East (N. Virginia)","AWS Region","USE1-Mixtral-CustomModelImport-Inference-v1:0","","Mixtral","Mixtral","v1.0","Custom Model Import","Inference",,,,,,"us-east-1","Amazon Bedrock",,
