"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-06T19:30:35Z"
"Version","20250506193035"
"OfferCode","AmazonAppStream"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","vCPU","Operating System","License Model","usageType","operation","Instance Function","Memory (GiB)","Multi Session","OS License Model","Region Code","serviceName","Video Memory (GiB)"
"EX8CT627HCR46XTQ","JRTCKXETXF","EX8CT627HCR46XTQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.084 per hour for a Linux stream.standard.medium Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0840000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Amazon Linux",,"USE1-stream.standard.medium-al-fl","Streaming:001","Fleet","4",,"None","us-east-1","Amazon AppStream","N/A"
"EYB8F4BJMKFAMUV6","JRTCKXETXF","EYB8F4BJMKFAMUV6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.68 per hour for Fleet-stream.graphics.g5.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.6800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge","Graphics G5","4","Windows",,"USE1-stream.graphics.g5.xlarge-fl","Streaming:001","Fleet","16","true","License Included","us-east-1","Amazon AppStream","24"
"EYPS53RDCWE2WB4N","JRTCKXETXF","EYPS53RDCWE2WB4N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8 per hour for a Windows stream.standard.2xlarge Multi-Session Fleet instance in US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.8000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge",,"8","Windows",,"USE1-stream.standard.2xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"F2ZYCWTTEXX7AK34","JRTCKXETXF","F2ZYCWTTEXX7AK34.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.648 per hour for Red Hat Enterprise Linux FleetInstance stream.compute.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","3.6480000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.8xlarge","Compute optimized","32","Red Hat Enterprise Linux",,"USE1-stream.compute.8xlarge-rh-fl","Streaming:001","Fleet","60","false","License Included","us-east-1","Amazon AppStream","N/A"
"F5H4S26NSXYKFNV8","JRTCKXETXF","F5H4S26NSXYKFNV8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.62 per hour for ImageBuilder-stream.graphics.g4dn.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","8.6200000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Windows",,"USE1-stream.graphics.g4dn.12xlarge-ib","Streaming:001","ImageBuilder","192",,"License Included","us-east-1","Amazon AppStream","64"
"F5WR8TYXVVJJ88WQ","JRTCKXETXF","F5WR8TYXVVJJ88WQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.372 per hour for a Linux stream.memory.z1d.large ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3720000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Amazon Linux",,"USE1-stream.memory.z1d.large-al-ib","Streaming:001","ImageBuilder","16",,"None","us-east-1","Amazon AppStream","N/A"
"F5X2KXNRN6EZYWEB","JRTCKXETXF","F5X2KXNRN6EZYWEB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.41 per hour for ImageBuilder-stream.graphics.g5.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","3.4100000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.4xlarge","Graphics G5","16","Windows",,"USE1-stream.graphics.g5.4xlarge-ib","Streaming:001","ImageBuilder","64",,"License Included","us-east-1","Amazon AppStream","24"
"F99PJ5X2GZ6SDE4J","JRTCKXETXF","F99PJ5X2GZ6SDE4J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.575 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g4dn.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.5750000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.4xlarge","Graphics","16","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.4xlarge-rh-fl","Streaming:001","Fleet","64","false","License Included","us-east-1","Amazon AppStream","16"
"F99QG7AUMTY2G2BX","JRTCKXETXF","F99QG7AUMTY2G2BX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.565 per hour for Rocky Linux ImageBuilder stream.memory.z1d.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5650000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Rocky Linux",,"USE1-stream.memory.z1d.2xlarge-rl-ib","Streaming:001","ImageBuilder","64","false","License Included","us-east-1","Amazon AppStream","N/A"
"F9JXQ2Y2KUMXZC6B","JRTCKXETXF","F9JXQ2Y2KUMXZC6B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.45 per hour for running a stream.memory.z1d.large Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Windows",,"USE1-stream.memory.z1d.large-fl","Streaming:001","Fleet","16","true","License Included","us-east-1","Amazon AppStream","N/A"
"FB893G68YRRMJ2CY","JRTCKXETXF","FB893G68YRRMJ2CY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.374 per hour for a Linux stream.compute.4xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.3740000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.4xlarge","Compute optimized","16","Amazon Linux",,"USE1-stream.compute.4xlarge-al-fl","Streaming:001","Fleet","30",,"None","us-east-1","Amazon AppStream","N/A"
"FBWGQ26ZRMEHRG28","JRTCKXETXF","FBWGQ26ZRMEHRG28.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12 per hour for a  stream.standard.small Elastic fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.1200000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","2","Windows",,"USE1-stream.standard.small-elfl","Streaming:001","ElasticFleet","2",,"License Included","us-east-1","Amazon AppStream","N/A"
"FDFPV5PFUBDPWG4H","JRTCKXETXF","FDFPV5PFUBDPWG4H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.688 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.8xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","3.6880000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.8xlarge","Memory optimized","32","Red Hat Enterprise Linux",,"USE1-stream.memory.8xlarge-rh-ib","Streaming:001","ImageBuilder","244","false","License Included","us-east-1","Amazon AppStream","N/A"
"FG54K4EV4JPXAD2K","JRTCKXETXF","FG54K4EV4JPXAD2K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.73 per hour for Fleet-stream.graphics.g4dn.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.7300000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.4xlarge","Graphics","16","Windows",,"USE1-stream.graphics.g4dn.4xlarge-fl","Streaming:001","Fleet","64","true","License Included","us-east-1","Amazon AppStream","16"
"FHT388RW8C8QW8NC","JRTCKXETXF","FHT388RW8C8QW8NC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.78 per hour for a Linux stream.graphics.g5.16xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","7.7800000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.16xlarge","Graphics G5","64","Amazon Linux",,"USE1-stream.graphics.g5.16xlarge-al-fl","Streaming:001","Fleet","256","false","None","us-east-1","Amazon AppStream","24"
"FJ465A3SSRKZZ7TP","JRTCKXETXF","FJ465A3SSRKZZ7TP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.722 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.z1d.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.7220000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.2xlarge-rh-fl","Streaming:001","Fleet","64","false","License Included","us-east-1","Amazon AppStream","N/A"
"FSHNUSK9QV85EMHS","JRTCKXETXF","FSHNUSK9QV85EMHS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$18.21 per hour for Multi-Session Fleet-stream.graphics.g5.24xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","18.2100000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge",,"96","Windows",,"USE1-stream.graphics.g5.24xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","96"
"FUU5Z5MD6N5T4MPN","JRTCKXETXF","FUU5Z5MD6N5T4MPN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.172 per hour for a Linux stream.memory.large Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1720000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.large","Memory optimized","2","Amazon Linux",,"USE1-stream.memory.large-al-fl","Streaming:001","Fleet","15.3",,"None","us-east-1","Amazon AppStream","N/A"
"FZN72SM2AF2URDU6","JRTCKXETXF","FZN72SM2AF2URDU6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.45 per hour for stream.memory.z1d.large Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.4500000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large",,"2","Windows",,"USE1-stream.memory.z1d.large-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"G2NCVK7C86HDTEEJ","JRTCKXETXF","G2NCVK7C86HDTEEJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.849 per hour for a Linux stream.graphics-pro.8xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.8490000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.8xlarge","Graphics Pro","32","Amazon Linux",,"USE1-graphics-pro.8xlarge-al-fl","Streaming:001","Fleet","244",,"None","us-east-1","Amazon AppStream","16"
"G4GYVE9MRQW7YT3G","JRTCKXETXF","G4GYVE9MRQW7YT3G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8 per hour for a Windows stream.standard.2xlarge ImageBuilder instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.8000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Windows",,"USE1-stream.standard.2xlarge-ib","Streaming:001","ImageBuilder","32",,"License Included","us-east-1","Amazon AppStream","N/A"
"G4QTXMNGHCG78QAF","JRTCKXETXF","G4QTXMNGHCG78QAF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.182 per hour for Rocky Linux ImageBuilder stream.standard.large in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Rocky Linux",,"USE1-stream.standard.large-rl-ib","Streaming:001","ImageBuilder","8","false","License Included","us-east-1","Amazon AppStream","N/A"
"G59HTG2QQFN9JG56","JRTCKXETXF","G59HTG2QQFN9JG56.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.654 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g4dn.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","9.6540000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge","Graphics","64","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.16xlarge-rh-ib","Streaming:001","ImageBuilder","256","false","License Included","us-east-1","Amazon AppStream","16"
"G5A54T62RZ6RMG34","JRTCKXETXF","G5A54T62RZ6RMG34.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.337 per hour for a Linux stream.standard.xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3370000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Amazon Linux",,"USE1-stream.standard.xlarge-al-fl","Streaming:001","Fleet","16",,"None","us-east-1","Amazon AppStream","N/A"
"GG2NTQMT4AGFK8BF","JRTCKXETXF","GG2NTQMT4AGFK8BF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.774 per hour for a Linux stream.graphics.g4dn.16xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","7.7740000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge","Graphics","64","Amazon Linux",,"USE1-stream.graphics.g4dn.16xlarge-al-fl","Streaming:001","Fleet","256",,"None","us-east-1","Amazon AppStream","16"
"GN8XEV3URA569D5J","JRTCKXETXF","GN8XEV3URA569D5J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.071 per hour for Red Hat Enterprise Linux ImageBuilder stream.standard.small in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0710000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","1","Red Hat Enterprise Linux",,"USE1-stream.standard.small-rh-ib","Streaming:001","ImageBuilder","2","false","License Included","us-east-1","Amazon AppStream","N/A"
"GQHQ2JW9G8S5V83M","JRTCKXETXF","GQHQ2JW9G8S5V83M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.64 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g5.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","10.6400000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge","Graphics G5","48","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.12xlarge-rh-ib","Streaming:001","ImageBuilder","192","false","License Included","us-east-1","Amazon AppStream","96"
"GYXV6TG9QQ3NTWJ7","JRTCKXETXF","GYXV6TG9QQ3NTWJ7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.391 per hour for Rocky Linux ImageBuilder stream.memory.z1d.large in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Rocky Linux",,"USE1-stream.memory.z1d.large-rl-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"H258252TQ658MKKW","JRTCKXETXF","H258252TQ658MKKW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.844 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.8440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.4xlarge","Memory optimized","16","Red Hat Enterprise Linux",,"USE1-stream.memory.4xlarge-rh-ib","Streaming:001","ImageBuilder","122","false","License Included","us-east-1","Amazon AppStream","N/A"
"H75VYXFZWHTF2FX6","JRTCKXETXF","H75VYXFZWHTF2FX6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.40 per hour for stream.memory.z1d.6xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","5.4000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge",,"24","Windows",,"USE1-stream.memory.z1d.6xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"HAXZW7H27RB2DQYZ","JRTCKXETXF","HAXZW7H27RB2DQYZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.783 per hour for Rocky Linux ImageBuilder stream.memory.z1d.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.xlarge","Memory optimized","4","Rocky Linux",,"USE1-stream.memory.z1d.xlarge-rl-ib","Streaming:001","ImageBuilder","32","false","License Included","us-east-1","Amazon AppStream","N/A"
"HC7SRGGB3ESA88R2","JRTCKXETXF","HC7SRGGB3ESA88R2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.075 per hour for running a stream.standard.small ImageBuilder instance in AWS region  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0750000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","1","Windows",,"USE1-stream.standard.small-ib","Streaming:001","ImageBuilder","2",,"License Included","us-east-1","Amazon AppStream","N/A"
"HE4DV8UB6NYD9JNV","JRTCKXETXF","HE4DV8UB6NYD9JNV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.80 per hour for running a stream.memory.z1d.2xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.8000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Windows",,"USE1-stream.memory.z1d.2xlarge-fl","Streaming:001","Fleet","64","true","License Included","us-east-1","Amazon AppStream","N/A"
"HF7RE9DZS5V728FJ","JRTCKXETXF","HF7RE9DZS5V728FJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.25 per hour for stream.compute.large Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","0.2500000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.large",,"2","Windows",,"USE1-stream.compute.large-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"HGCZHTGSZJ9ACMVH","JRTCKXETXF","HGCZHTGSZJ9ACMVH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.213 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g5.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.2130000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.2xlarge","Graphics G5","8","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.2xlarge-rh-ib","Streaming:001","ImageBuilder","32","false","License Included","us-east-1","Amazon AppStream","24"
"HSDDE2KBTSEB2329","JRTCKXETXF","HSDDE2KBTSEB2329.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.462 per hour for a Linux stream.memory.z1d.6xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.4620000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge","Memory optimized","24","Amazon Linux",,"USE1-stream.memory.z1d.6xlarge-al-fl","Streaming:001","Fleet","192",,"None","us-east-1","Amazon AppStream","N/A"
"HXX22RMQT472SRU5","JRTCKXETXF","HXX22RMQT472SRU5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.05 per hour for running a stream.graphics-pro.4xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.0500000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.4xlarge","Graphics Pro","16","Windows",,"USE1-graphics-pro.4xlarge-fl","Streaming:001","Fleet","122",,"License Included","us-east-1","Amazon AppStream","8"
"J3SSPKA5A8VQ2U4D","JRTCKXETXF","J3SSPKA5A8VQ2U4D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.68 per hour for Multi-Session Fleet-stream.graphics.g5.xlarge in US East (N. Virginia) ","2025-04-01","0","Inf","hour","1.6800000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge",,"4","Windows",,"USE1-stream.graphics.g5.xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","24"
"J4JNXHZPFPB3B78C","JRTCKXETXF","J4JNXHZPFPB3B78C.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.744 per hour for a Linux stream.memory.z1d.xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.xlarge","Memory optimized","4","Amazon Linux",,"USE1-stream.memory.z1d.xlarge-al-ib","Streaming:001","ImageBuilder","32",,"None","us-east-1","Amazon AppStream","N/A"
"J9N5VK4TMNASUHSG","JRTCKXETXF","J9N5VK4TMNASUHSG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.923 per hour for a Linux stream.memory.z1d.12xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","8.9230000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Amazon Linux",,"USE1-stream.memory.z1d.12xlarge-al-fl","Streaming:001","Fleet","384",,"None","us-east-1","Amazon AppStream","N/A"
"JAND65SX4R4GB2QE","JRTCKXETXF","JAND65SX4R4GB2QE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.23 per hour for a Linux stream.graphics.g5.12xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","9.2300000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge","Graphics G5","48","Amazon Linux",,"USE1-stream.graphics.g5.12xlarge-al-fl","Streaming:001","Fleet","192","false","None","us-east-1","Amazon AppStream","96"
"JG98H29J9UBKQ7SQ","JRTCKXETXF","JG98H29J9UBKQ7SQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$15.397 per hour for Rocky Linux ImageBuilder stream.graphics.g5.24xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","15.3980000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Rocky Linux",,"USE1-stream.graphics.g5.24xlarge-rl-ib","Streaming:001","ImageBuilder","384","false","License Included","us-east-1","Amazon AppStream","96"
"JH4JNSC8TFQDQESN","JRTCKXETXF","JH4JNSC8TFQDQESN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.945 per hour for Rocky Linux ImageBuilder stream.graphics.g5.4xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","2.9450000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.4xlarge","Graphics G5","16","Rocky Linux",,"USE1-stream.graphics.g5.4xlarge-rl-ib","Streaming:001","ImageBuilder","64","false","License Included","us-east-1","Amazon AppStream","24"
"JKGVQ5YPTYBK7DVA","JRTCKXETXF","JKGVQ5YPTYBK7DVA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.391 per hour for Rocky Linux Fleet Instance stream.memory.z1d.large in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.large","Memory optimized","2","Rocky Linux",,"USE1-stream.memory.z1d.large-rl-fl","Streaming:001","Fleet","16","false","License Included","us-east-1","Amazon AppStream","N/A"
"JRAFPJJDNGV38DYB","JRTCKXETXF","JRAFPJJDNGV38DYB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.462 per hour for a Linux stream.memory.z1d.6xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.4620000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge","Memory optimized","24","Amazon Linux",,"USE1-stream.memory.z1d.6xlarge-al-ib","Streaming:001","ImageBuilder","192",,"None","us-east-1","Amazon AppStream","N/A"
"JTX9AJQ6Q7DPNDCV","JRTCKXETXF","JTX9AJQ6Q7DPNDCV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.461 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4610000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Red Hat Enterprise Linux",,"USE1-stream.memory.xlarge-rh-fl","Streaming:001","Fleet","30.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"JURWJHE64UTXMMTR","JRTCKXETXF","JURWJHE64UTXMMTR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.392 per hour for Rocky Linux Fleet Instance stream.memory.z1d.12xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","9.3920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Rocky Linux",,"USE1-stream.memory.z1d.12xlarge-rl-fl","Streaming:001","Fleet","384","false","License Included","us-east-1","Amazon AppStream","N/A"
"JWK8XU9CT6BSF28B","JRTCKXETXF","JWK8XU9CT6BSF28B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.112 per hour for a Linux stream.standard.medium Elastic fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.1120000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Amazon Linux",,"USE1-stream.standard.medium-al-elfl","Streaming:001","ElasticFleet","4",,"None","us-east-1","Amazon AppStream","N/A"
"JXWVQHZ94XX69YW9","JRTCKXETXF","JXWVQHZ94XX69YW9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.5 per hour for running a stream.compute.xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.5000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge","Compute optimized","4","Windows",,"USE1-stream.compute.xlarge-fl","Streaming:001","Fleet","7.5","true","License Included","us-east-1","Amazon AppStream","N/A"
"JYGJVM8CPGTKSDM9","JRTCKXETXF","JYGJVM8CPGTKSDM9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.7 per hour for Rocky Linux ImageBuilder stream.graphics.g5.12xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","9.7000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge","Graphics G5","48","Rocky Linux",,"USE1-stream.graphics.g5.12xlarge-rl-ib","Streaming:001","ImageBuilder","192","false","License Included","us-east-1","Amazon AppStream","96"
