"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2025-05-06T19:30:35Z"
"Version","20250506193035"
"OfferCode","AmazonAppStream"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Instance Type","Instance Family","vCPU","Operating System","License Model","usageType","operation","Instance Function","Memory (GiB)","Multi Session","OS License Model","Region Code","serviceName","Video Memory (GiB)"
"VAXGC6CCZMMS9WUS","JRTCKXETXF","VAXGC6CCZMMS9WUS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.922 per hour for Red Hat Enterprise Linux FleetInstance stream.memory.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.9220000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Red Hat Enterprise Linux",,"USE1-stream.memory.2xlarge-rh-fl","Streaming:001","Fleet","61","false","License Included","us-east-1","Amazon AppStream","N/A"
"VAXHEZE4P4USPCAU","JRTCKXETXF","VAXHEZE4P4USPCAU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.722 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.z1d.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.7220000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.2xlarge","Memory optimized","8","Red Hat Enterprise Linux",,"USE1-stream.memory.z1d.2xlarge-rh-ib","Streaming:001","ImageBuilder","64","false","License Included","us-east-1","Amazon AppStream","N/A"
"VD6MZRS96SPKFDNH","JRTCKXETXF","VD6MZRS96SPKFDNH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.80 per hour for running a stream.memory.z1d.12xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","10.8000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Windows",,"USE1-stream.memory.z1d.12xlarge-ib","Streaming:001","ImageBuilder","384",,"License Included","us-east-1","Amazon AppStream","N/A"
"VHUB33BKFW8545T7","JRTCKXETXF","VHUB33BKFW8545T7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$7.212 per hour for Rocky Linux Fleet Instance stream.graphics.g4dn.12xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","7.2120000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Rocky Linux",,"USE1-stream.graphics.g4dn.12xlarge-rl-fl","Streaming:001","Fleet","192","false","License Included","us-east-1","Amazon AppStream","64"
"VKM8PDBMVXVVBBGX","JRTCKXETXF","VKM8PDBMVXVVBBGX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$17.273 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g5.24xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","17.2730000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Red Hat Enterprise Linux",,"USE1-stream.graphics.g5.24xlarge-rh-fl","Streaming:001","Fleet","384","false","License Included","us-east-1","Amazon AppStream","96"
"VR83V29MNCYEAABD","JRTCKXETXF","VR83V29MNCYEAABD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.769 per hour for Red Hat Enterprise Linux ImageBuilder stream.standard.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7690000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Red Hat Enterprise Linux",,"USE1-stream.standard.2xlarge-rh-ib","Streaming:001","ImageBuilder","32","false","License Included","us-east-1","Amazon AppStream","N/A"
"VSXMSJGBSASE37HX","JRTCKXETXF","VSXMSJGBSASE37HX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.063 per hour for Rocky Linux Fleet Instance stream.standard.small in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.0630000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","1","Rocky Linux",,"USE1-stream.standard.small-rl-fl","Streaming:001","Fleet","2","false","License Included","us-east-1","Amazon AppStream","N/A"
"VU8HHFYRZ48RP9CA","JRTCKXETXF","VU8HHFYRZ48RP9CA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.231 per hour for Red Hat Enterprise Linux FleetInstance stream.compute.large in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2310000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.large","Compute optimized","2","Red Hat Enterprise Linux",,"USE1-stream.compute.large-rh-fl","Streaming:001","Fleet","3.75","false","License Included","us-east-1","Amazon AppStream","N/A"
"WDAVRTVNBBBRS7X7","JRTCKXETXF","WDAVRTVNBBBRS7X7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$10.80 per hour for running a stream.memory.z1d.12xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","10.8000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.12xlarge","Memory optimized","48","Windows",,"USE1-stream.memory.z1d.12xlarge-fl","Streaming:001","Fleet","384","true","License Included","us-east-1","Amazon AppStream","N/A"
"WFXS6YJUQB5YV7QG","JRTCKXETXF","WFXS6YJUQB5YV7QG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.265 per hour for a Linux stream.graphics.g4dn.2xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.2650000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.2xlarge","Graphics","8","Amazon Linux",,"USE1-stream.graphics.g4dn.2xlarge-al-fl","Streaming:001","Fleet","32",,"None","us-east-1","Amazon AppStream","16"
"WJFAWVCVC2MZYVBV","JRTCKXETXF","WJFAWVCVC2MZYVBV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.687 per hour for a Linux stream.compute.2xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.6870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge","Compute optimized","8","Amazon Linux",,"USE1-stream.compute.2xlarge-al-ib","Streaming:001","ImageBuilder","15",,"None","us-east-1","Amazon AppStream","N/A"
"WNZTKBCDYXY7WQBR","JRTCKXETXF","WNZTKBCDYXY7WQBR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2 per hour for running a stream.memory.4xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.4xlarge","Memory optimized","16","Windows",,"USE1-stream.memory.4xlarge-fl","Streaming:001","Fleet","122","true","License Included","us-east-1","Amazon AppStream","N/A"
"WVQAUH28KTQHMD42","JRTCKXETXF","WVQAUH28KTQHMD42.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.172 per hour for a Linux stream.compute.large ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1720000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.large","Compute optimized","2","Amazon Linux",,"USE1-stream.compute.large-al-ib","Streaming:001","ImageBuilder","3.75",,"None","us-east-1","Amazon AppStream","N/A"
"WVQTP3QD6HKPGJX8","JRTCKXETXF","WVQTP3QD6HKPGJX8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.944 per hour for Rocky Linux ImageBuilder stream.compute.8xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","2.9440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.8xlarge","Compute optimized","32","Rocky Linux",,"USE1-stream.compute.8xlarge-rl-ib","Streaming:001","ImageBuilder","60","false","License Included","us-east-1","Amazon AppStream","N/A"
"X2FYCZ6JUA8QMJTB","JRTCKXETXF","X2FYCZ6JUA8QMJTB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.765 per hour for Rocky Linux Fleet Instance stream.compute.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7650000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge","Compute optimized","8","Rocky Linux",,"USE1-stream.compute.2xlarge-rl-fl","Streaming:001","Fleet","15","false","License Included","us-east-1","Amazon AppStream","N/A"
"X7UZAMHDWWBJD9S4","JRTCKXETXF","X7UZAMHDWWBJD9S4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.56 per hour for Rocky Linux Fleet Instance stream.graphics.g5.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","1.5600000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.xlarge","Graphics G5","4","Rocky Linux",,"USE1-stream.graphics.g5.xlarge-rl-fl","Streaming:001","Fleet","16","false","License Included","us-east-1","Amazon AppStream","24"
"X8QHPHY49TQ2ETNG","JRTCKXETXF","X8QHPHY49TQ2ETNG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.887 per hour for a Linux stream.graphics.g4dn.8xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","3.8870000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Amazon Linux",,"USE1-stream.graphics.g4dn.8xlarge-al-fl","Streaming:001","Fleet","128",,"None","us-east-1","Amazon AppStream","16"
"XDCQD3H7ZNBNFTX9","JRTCKXETXF","XDCQD3H7ZNBNFTX9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.344 per hour for a Linux stream.memory.xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3440000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Amazon Linux",,"USE1-stream.memory.xlarge-al-fl","Streaming:001","Fleet","30.5",,"None","us-east-1","Amazon AppStream","N/A"
"XGHZF27YMEXBKWG8","JRTCKXETXF","XGHZF27YMEXBKWG8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4.2 per hour for Rocky Linux Fleet Instance stream.graphics.g4dn.8xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","4.2000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.8xlarge","Graphics","32","Rocky Linux",,"USE1-stream.graphics.g4dn.8xlarge-rl-fl","Streaming:001","Fleet","128","false","License Included","us-east-1","Amazon AppStream","16"
"XJ6UWJNG7VXK3GGY","JRTCKXETXF","XJ6UWJNG7VXK3GGY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per hour for running a stream.memory.2xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Windows",,"USE1-stream.memory.2xlarge-ib","Streaming:001","ImageBuilder","61",,"License Included","us-east-1","Amazon AppStream","N/A"
"XM5W2UPX2N5NY6RY","JRTCKXETXF","XM5W2UPX2N5NY6RY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.383 per hour for Rocky Linux Fleet Instance stream.compute.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.xlarge","Compute optimized","4","Rocky Linux",,"USE1-stream.compute.xlarge-rl-fl","Streaming:001","Fleet","7.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"XNA8FXUQ9Q84EPU2","JRTCKXETXF","XNA8FXUQ9Q84EPU2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$8.2 per hour for running a stream.graphics-pro.16xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","8.2000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.16xlarge","Graphics Pro","64","Windows",,"USE1-graphics-pro.16xlarge-fl","Streaming:001","Fleet","488",,"License Included","us-east-1","Amazon AppStream","32"
"XP8QH72WHJX94UWK","JRTCKXETXF","XP8QH72WHJX94UWK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.40 per hour for running a stream.memory.z1d.6xlarge ImageBuilder instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","5.4000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.6xlarge","Memory optimized","24","Windows",,"USE1-stream.memory.z1d.6xlarge-ib","Streaming:001","ImageBuilder","192",,"License Included","us-east-1","Amazon AppStream","N/A"
"XPRX8WYRFNQAXCAA","JRTCKXETXF","XPRX8WYRFNQAXCAA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$4 per hour for running a stream.memory.8xlarge Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","4.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.8xlarge","Memory optimized","32","Windows",,"USE1-stream.memory.8xlarge-fl","Streaming:001","Fleet","244","true","License Included","us-east-1","Amazon AppStream","N/A"
"XRFS6V59VD27KKPA","JRTCKXETXF","XRFS6V59VD27KKPA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.961 per hour for Red Hat Enterprise Linux ImageBuilder stream.graphics.g4dn.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.9610000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.xlarge-rh-ib","Streaming:001","ImageBuilder","16","false","License Included","us-east-1","Amazon AppStream","16"
"XT8WZUFFHABGN38R","JRTCKXETXF","XT8WZUFFHABGN38R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$14.46 per hour for a Linux stream.graphics.g5.24xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","14.4600000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Amazon Linux",,"USE1-stream.graphics.g5.24xlarge-al-fl","Streaming:001","Fleet","384","false","None","us-east-1","Amazon AppStream","96"
"XWUZB5986AEKGXP9","JRTCKXETXF","XWUZB5986AEKGXP9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.383 per hour for Rocky Linux Fleet Instance stream.memory.xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3830000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Rocky Linux",,"USE1-stream.memory.xlarge-rl-fl","Streaming:001","Fleet","30.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"XY6KY42WTC34P66M","JRTCKXETXF","XY6KY42WTC34P66M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.195 per hour for Red Hat Enterprise Linux FleetInstance stream.standard.large in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1950000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Red Hat Enterprise Linux",,"USE1-stream.standard.large-rh-fl","Streaming:001","Fleet","8","false","License Included","us-east-1","Amazon AppStream","N/A"
"XYMJ9FR2DJDJSJDY","JRTCKXETXF","XYMJ9FR2DJDJSJDY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$11.11 per hour for Fleet-stream.graphics.g5.12xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","11.1100000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.12xlarge","Graphics G5","48","Windows",,"USE1-stream.graphics.g5.12xlarge-fl","Streaming:001","Fleet","192","true","License Included","us-east-1","Amazon AppStream","96"
"Y2ZM2J52RTN3JHB9","JRTCKXETXF","Y2ZM2J52RTN3JHB9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$18.21 per hour for Fleet-stream.graphics.g5.24xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","18.2100000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Windows",,"USE1-stream.graphics.g5.24xlarge-fl","Streaming:001","Fleet","384","true","License Included","us-east-1","Amazon AppStream","96"
"Y4SFZ37ENNRZN27J","JRTCKXETXF","Y4SFZ37ENNRZN27J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.489 per hour for a Linux stream.standard.xlarge ElasticFleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.4890000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Amazon Linux",,"USE1-stream.standard.xlarge-al-elfl","Streaming:001","ElasticFleet","16",,"None","us-east-1","Amazon AppStream","N/A"
"Y7XJXA2X8RWZK245","JRTCKXETXF","Y7XJXA2X8RWZK245.JRTCKXETXF.6YS6EN2CT7","OnDemand","$9.654 per hour for Red Hat Enterprise Linux FleetInstance stream.graphics.g4dn.16xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","9.6540000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.16xlarge","Graphics","64","Red Hat Enterprise Linux",,"USE1-stream.graphics.g4dn.16xlarge-rh-fl","Streaming:001","Fleet","256","false","License Included","us-east-1","Amazon AppStream","16"
"YABFH9476UAR4CXJ","JRTCKXETXF","YABFH9476UAR4CXJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.592 per hour for a Linux stream.compute.8xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.5920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.8xlarge","Compute optimized","32","Amazon Linux",,"USE1-stream.compute.8xlarge-al-fl","Streaming:001","Fleet","60",,"None","us-east-1","Amazon AppStream","N/A"
"YAQEHWX99Y2F4RMM","JRTCKXETXF","YAQEHWX99Y2F4RMM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.592 per hour for a Linux stream.compute.8xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","2.5920000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.8xlarge","Compute optimized","32","Amazon Linux",,"USE1-stream.compute.8xlarge-al-ib","Streaming:001","ImageBuilder","60",,"None","us-east-1","Amazon AppStream","N/A"
"YHFDVQUXPQV2SKB6","JRTCKXETXF","YHFDVQUXPQV2SKB6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$15.397 per hour for Rocky Linux Fleet Instance stream.graphics.g5.24xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","15.3980000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g5.24xlarge","Graphics G5","96","Rocky Linux",,"USE1-stream.graphics.g5.24xlarge-rl-fl","Streaming:001","Fleet","384","false","License Included","us-east-1","Amazon AppStream","96"
"YRQ27XGJJA8K8EM2","JRTCKXETXF","YRQ27XGJJA8K8EM2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1 per hour for running a stream.standard.medium Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.1000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.medium","General purpose","2","Windows",,"USE1-stream.standard.medium-fl","Streaming:001","Fleet","4","true","License Included","us-east-1","Amazon AppStream","N/A"
"YTZUTB4Y589DJXKT","JRTCKXETXF","YTZUTB4Y589DJXKT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2 per hour for running a stream.standard.large Fleet instance in AWS region US East (N. Virginia)","2025-04-01","0","Inf","hour","0.2000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.large","General purpose","2","Windows",,"USE1-stream.standard.large-fl","Streaming:001","Fleet","8","true","License Included","us-east-1","Amazon AppStream","N/A"
"YW8VQU57MBH8CQXY","JRTCKXETXF","YW8VQU57MBH8CQXY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per hour for stream.compute.2xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","1.0000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge",,"8","Windows",,"USE1-stream.compute.2xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
"YWGCNTM95G3P34XE","JRTCKXETXF","YWGCNTM95G3P34XE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.922 per hour for Red Hat Enterprise Linux FleetInstance stream.compute.2xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.9220000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.compute.2xlarge","Compute optimized","8","Red Hat Enterprise Linux",,"USE1-stream.compute.2xlarge-rh-fl","Streaming:001","Fleet","15","false","License Included","us-east-1","Amazon AppStream","N/A"
"YZKBF9TNUSKD7BVT","JRTCKXETXF","YZKBF9TNUSKD7BVT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$6.743 per hour for a Linux stream.graphics.g4dn.12xlarge Fleet instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","6.7430000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.12xlarge","Graphics","48","Amazon Linux",,"USE1-stream.graphics.g4dn.12xlarge-al-fl","Streaming:001","Fleet","192",,"None","us-east-1","Amazon AppStream","64"
"Z2UHUDG6DCJAG45D","JRTCKXETXF","Z2UHUDG6DCJAG45D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.076 per hour for a Linux stream.standard.small Elastic fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hours","0.0760000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.small","General purpose","2","Amazon Linux",,"USE1-stream.standard.small-al-elfl","Streaming:001","ElasticFleet","2",,"None","us-east-1","Amazon AppStream","N/A"
"Z6C9FQG5Z9PHYQXY","JRTCKXETXF","Z6C9FQG5Z9PHYQXY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.461 per hour for Red Hat Enterprise Linux ImageBuilder stream.memory.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4610000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.xlarge","Memory optimized","4","Red Hat Enterprise Linux",,"USE1-stream.memory.xlarge-rh-ib","Streaming:001","ImageBuilder","30.5","false","License Included","us-east-1","Amazon AppStream","N/A"
"Z7N53UNCAJZ66JJD","JRTCKXETXF","Z7N53UNCAJZ66JJD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.4 per hour for a Windows stream.standard.xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.4000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Windows",,"USE1-stream.standard.xlarge-fl","Streaming:001","Fleet","16","true","License Included","us-east-1","Amazon AppStream","N/A"
"Z9QY4PM8VVN8KVH7","JRTCKXETXF","Z9QY4PM8VVN8KVH7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per hour for Fleet-stream.graphics.g4dn.xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","1.0000000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.xlarge","Graphics","4","Windows",,"USE1-stream.graphics.g4dn.xlarge-fl","Streaming:001","Fleet","16","true","License Included","us-east-1","Amazon AppStream","16"
"ZCQ56U7XRMF88DZN","JRTCKXETXF","ZCQ56U7XRMF88DZN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.765 per hour for Rocky Linux Fleet Instance stream.memory.2xlarge in  US East (N. Virginia)","2025-04-01","0","Inf","hour","0.7650000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.2xlarge","Memory optimized","8","Rocky Linux",,"USE1-stream.memory.2xlarge-rl-fl","Streaming:001","Fleet","61","false","License Included","us-east-1","Amazon AppStream","N/A"
"ZDDBGFN8YGFH3CJP","JRTCKXETXF","ZDDBGFN8YGFH3CJP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.675 per hour for a Linux stream.standard.2xlarge Fleet instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.6750000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.2xlarge","General purpose","8","Amazon Linux",,"USE1-stream.standard.2xlarge-al-fl","Streaming:001","Fleet","32",,"None","us-east-1","Amazon AppStream","N/A"
"ZEXJRY38BDMRMVAH","JRTCKXETXF","ZEXJRY38BDMRMVAH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.337 per hour for a Linux stream.standard.xlarge ImageBuilder instance in US East (N. Virginia)","2025-04-01","0","Inf","hour","0.3370000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.standard.xlarge","General purpose","4","Amazon Linux",,"USE1-stream.standard.xlarge-al-ib","Streaming:001","ImageBuilder","16",,"None","us-east-1","Amazon AppStream","N/A"
"ZRSMKQNHYBAAYFDQ","JRTCKXETXF","ZRSMKQNHYBAAYFDQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.73 per hour for ImageBuilder-stream.graphics.g4dn.4xlarge in US East (N. Virginia)","2025-04-01","0","Inf","hour","2.7300000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics.g4dn.4xlarge","Graphics","16","Windows",,"USE1-stream.graphics.g4dn.4xlarge-ib","Streaming:001","ImageBuilder","64",,"License Included","us-east-1","Amazon AppStream","16"
"ZWPJ94DSY8ZSDBQS","JRTCKXETXF","ZWPJ94DSY8ZSDBQS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.424 per hour for a Linux stream.graphics-pro.4xlarge ImageBuilder instance in AWS Region US East (N. Virginia)","2025-04-01","0","Inf","hour","1.4240000000","USD","Streaming Instance","AmazonAppStream","US East (N. Virginia)","AWS Region","stream.graphics-pro.4xlarge","Graphics Pro","16","Amazon Linux",,"USE1-graphics-pro.4xlarge-al-ib","Streaming:001","ImageBuilder","122",,"None","us-east-1","Amazon AppStream","8"
"ZY39HQVUY336TFU9","JRTCKXETXF","ZY39HQVUY336TFU9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.70 per hour for stream.memory.z1d.3xlarge Multi-Session Fleet instance in AWS region US East (N. Virginia) ","2025-04-01","0","Inf","hour","2.7000000000","USD",,"AmazonAppStream","US East (N. Virginia)","AWS Region","stream.memory.z1d.3xlarge",,"12","Windows",,"USE1-stream.memory.z1d.3xlarge-fl","Streaming:002","MultiSessionFleet",,"true","License Included","us-east-1","Amazon AppStream","N/A"
