"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2024-03-25T11:28:32Z"
"Version","20240325112832"
"OfferCode","AmazonLex"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Group","Group Description","usageType","operation","Input Mode","Learning Mode","Output Mode","Region Code","serviceName","Supported Modes"
"3ZFXK6RYBMRYP2QU","JRTCKXETXF","3ZFXK6RYBMRYP2QU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for en-IN-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (en-IN)","USE1-en-IN-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"42MEA23DHEMGV6P8","JRTCKXETXF","42MEA23DHEMGV6P8.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for nl-NL-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (nl-NL)","USE1-nl-NL-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"42PAPBEGCDWY8SKJ","JRTCKXETXF","42PAPBEGCDWY8SKJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for ko-KR-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (ko-KR)","USE1-ko-KR-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"43QEYXWNQT2KZQK2","JRTCKXETXF","43QEYXWNQT2KZQK2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for ca-ES-TextToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str","Processes text to text requests (pt-BR)","USE1-pt-BR-TextToText-Str","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"45UQ5JCRB6DCPHGU","JRTCKXETXF","45UQ5JCRB6DCPHGU.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for de-DE-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (de-DE)","USE1-de-DE-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"48JQWQEPEK2EE6SY","JRTCKXETXF","48JQWQEPEK2EE6SY.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for en-IN-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (en-IN)","USE1-en-IN-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"49BYTZZN5V7NEHZ5","JRTCKXETXF","49BYTZZN5V7NEHZ5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for zh-CN-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (zh-cn)","USE1-zh-CN-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"49UH7KUYYCJBZHDB","JRTCKXETXF","49UH7KUYYCJBZHDB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed speech to speech request in us-east-1 for es-US","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech","Processes speech to speech requests (es-US)","USE1-es-US-SpeechToSpeech-Req","PostContent","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"4APQERKRDSHW2C3Z","JRTCKXETXF","4APQERKRDSHW2C3Z.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for pl-PL-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (pl-PL)","USE1-pl-PL-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4B2EGN4JXSCSJMZT","JRTCKXETXF","4B2EGN4JXSCSJMZT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for ko-KR-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (ko-KR)","USE1-ko-KR-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4E224774XMSE26R5","JRTCKXETXF","4E224774XMSE26R5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for ko-KR-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (ko-KR)","USE1-ko-KR-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4HFM38AY5V5XM4UH","JRTCKXETXF","4HFM38AY5V5XM4UH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-GB-TextToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes text to text requests (en-GB)","USE1-en-GB-TextToText-Req","RecognizeUtterance","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"4HH6E77R8XMD8QWP","JRTCKXETXF","4HH6E77R8XMD8QWP.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for ca-ES-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (pt-BR)","USE1-pt-BR-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4KG5TZ4PWE2EK95E","JRTCKXETXF","4KG5TZ4PWE2EK95E.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for ja-JP-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (ja-JP)","USE1-ja-JP-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4KHZC5WKQ3G66DVW","JRTCKXETXF","4KHZC5WKQ3G66DVW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for fi-FI-DTMFToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str","Processes DTMF to text requests (fi-FI)","USE1-fi-FI-DTMFToText-Str","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4PGA22QV6BRWVN3E","JRTCKXETXF","4PGA22QV6BRWVN3E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Processed text to text request in us-east-1 for en-AU","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (en-AU)","USE1-en-AU-TextToText-Req","PostText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"4PTR6RJHXZC2E8PH","JRTCKXETXF","4PTR6RJHXZC2E8PH.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for no-NO-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (no-NO)","USE1-no-NO-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"4TWQSS2ZJMNQANBZ","JRTCKXETXF","4TWQSS2ZJMNQANBZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for de-DE-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (de-DE)","USE1-de-DE-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"4UXHUACA7CU2SGF2","JRTCKXETXF","4UXHUACA7CU2SGF2.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-IN-TextToText-Req : PostContent in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text","Processes text to text requests (en-IN)","USE1-en-IN-TextToText-Req","PostContent","Text",,"Text","us-east-1","Amazon Lex","Speech and Text"
"4V2PWXDR6XFBGPQT","JRTCKXETXF","4V2PWXDR6XFBGPQT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for en-AU-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req-GR","Processes speech to text requests (en-AU)","USE1-en-AU-SpeechToText-Req-GR","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"4V797C533XDCJN7T","JRTCKXETXF","4V797C533XDCJN7T.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for de-AT-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req-GR","Processes Text to Text requests only (de-AT)","USE1-de-AT-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"4VBHANR43GNCN8H3","JRTCKXETXF","4VBHANR43GNCN8H3.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for sv-SE-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (sv-SE)","USE1-sv-SE-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"4XP79T3TFFP326FG","JRTCKXETXF","4XP79T3TFFP326FG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for ja-JP-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (ja-JP)","USE1-ja-JP-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"53UTUNJQ73RRQ9GT","JRTCKXETXF","53UTUNJQ73RRQ9GT.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for fr-CA-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (fr-CA)","USE1-fr-CA-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"53ZDZXV7TDB3ZSZD","JRTCKXETXF","53ZDZXV7TDB3ZSZD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for en-IN-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (en-IN)","USE1-en-IN-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"57W7Q5PN5EMRHC7A","JRTCKXETXF","57W7Q5PN5EMRHC7A.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for ca-ES-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (ca-ES)","USE1-ca-ES-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"586MJA95RYJPN3YD","JRTCKXETXF","586MJA95RYJPN3YD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for ca-ES-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (pt-BR)","USE1-pt-BR-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5A7V6VH6KKB3M8WW","JRTCKXETXF","5A7V6VH6KKB3M8WW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for fr-CA-TextToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Str-GR","Processes text to text requests (fr-CA)","USE1-fr-CA-TextToText-Str-GR","StartConversation","Text",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5ARTHC9DJCKA2R2N","JRTCKXETXF","5ARTHC9DJCKA2R2N.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per Text Request for nl-NL-TextToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str","Processes text to speech requests (nl-NL)","USE1-nl-NL-TextToSpeech-Str","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5B7QB8AD7RMV2MRN","JRTCKXETXF","5B7QB8AD7RMV2MRN.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for zh-CN-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req-GR","Processes text to speech requests (zh-CN)","USE1-zh-CN-TextToSpeech-Req-GR","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"5BT23CSEFTY4RN82","JRTCKXETXF","5BT23CSEFTY4RN82.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for it-IT-SpeechToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str","Processes speech to speech requests (it-IT)","USE1-it-IT-SpeechToSpeech-Str","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5EFA6BPG98HFQZVG","JRTCKXETXF","5EFA6BPG98HFQZVG.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.006 per Speech Request for en-AU-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0060000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req-GR","Processes speech to speech requests (en-AU)","USE1-en-AU-SpeechToSpeech-Req-GR","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"5EYGW8G6PPXDPJBJ","JRTCKXETXF","5EYGW8G6PPXDPJBJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.002 per DTMF Request for sv-SE-DTMFToSpeech-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0020000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Speech-Str","Processes DTMF to speech requests (sv-SE)","USE1-sv-SE-DTMFToSpeech-Str","StartConversation","DTMF",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5GG3RWZUC3WT9R6Y","JRTCKXETXF","5GG3RWZUC3WT9R6Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for es-US-TextToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Req","Processes text to speech requests (es-US)","USE1-es-US-TextToSpeech-Req","RecognizeUtterance","Text",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"5H3M3AXMS2FX3CDX","JRTCKXETXF","5H3M3AXMS2FX3CDX.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per DTMF Request for en-GB-DTMFToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","DTMF-to-Text-Str-GR","Processes DTMF to text requests (en-GB)","USE1-en-GB-DTMFToText-Str-GR","StartConversation","DTMF",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5MA6WZTBGTP3CE38","JRTCKXETXF","5MA6WZTBGTP3CE38.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for nl-NL-SpeechToSpeech-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Req","Processes speech to speech requests (nl-NL)","USE1-nl-NL-SpeechToSpeech-Req","RecognizeUtterance","Speech",,"Speech","us-east-1","Amazon Lex","Speech and Text"
"5MTQD34ATZS7S4AW","JRTCKXETXF","5MTQD34ATZS7S4AW.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0065 per Speech Interval for it-IT-SpeechToText-Str : StartConversation in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0065000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str","Processes speech to text requests (it-IT)","USE1-it-IT-SpeechToText-Str","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5NFKD8997DAP7UZA","JRTCKXETXF","5NFKD8997DAP7UZA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for es-US-SpeechToText-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Str-GR","Processes speech to text requests (es-US)","USE1-es-US-SpeechToText-Str-GR","StartConversation","Speech",,"Text","us-east-1","Amazon Lex","Speech, Text and DTMF"
"5P97C8CKJ9SUGR7W","JRTCKXETXF","5P97C8CKJ9SUGR7W.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD.0011 per Text Request for de-DE-TextToText-Req : RecognizeText in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0011000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-GR","Processes text to text requests (de-DE)","USE1-de-DE-TextToText-Req-GR","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"5PZCBDTUPUEYZ28X","JRTCKXETXF","5PZCBDTUPUEYZ28X.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for fr-CA-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (fr-CA)","USE1-fr-CA-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
"5SGNKJKE5G87ZAXA","JRTCKXETXF","5SGNKJKE5G87ZAXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD7.5E-4 per Text Request for pl-PL-TextToText-Req : RecognizeText in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0007500000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Text-Req","Processes Text to Text requests only (pl-PL)","USE1-pl-PL-TextToText-Req","RecognizeText","Text",,"Text","us-east-1","Amazon Lex","Text Only"
"5X3AM6K4PMYN47AD","JRTCKXETXF","5X3AM6K4PMYN47AD.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.003 per Text Request for fr-CA-TextToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0030000000","USD","Lex Text Request","AmazonLex","US East (N. Virginia)","AWS Region","Text-to-Speech-Str-GR","Processes text to speech requests (fr-CA)","USE1-fr-CA-TextToSpeech-Str-GR","StartConversation","Text",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"628PZNYDZPV9YV8Q","JRTCKXETXF","628PZNYDZPV9YV8Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.0094 per Speech Interval for de-AT-SpeechToSpeech-Str : StartConversation in US East (N. Virginia) GR Enabled","2024-01-01","0","Inf","Requests","0.0094000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Speech-Str-GR","Processes speech to speech requests (de-AT)","USE1-de-AT-SpeechToSpeech-Str-GR","StartConversation","Speech",,"Speech","us-east-1","Amazon Lex","Speech, Text and DTMF"
"629CQSFMH28U8RV5","JRTCKXETXF","629CQSFMH28U8RV5.JRTCKXETXF.6YS6EN2CT7","OnDemand","USD0.004 per Speech Request for en-IN-SpeechToText-Req : RecognizeUtterance in US East (N. Virginia)","2024-01-01","0","Inf","Requests","0.0040000000","USD","Lex Speech Request","AmazonLex","US East (N. Virginia)","AWS Region","Speech-to-Text-Req","Processes speech to text requests (en-IN)","USE1-en-IN-SpeechToText-Req","RecognizeUtterance","Speech",,"Text","us-east-1","Amazon Lex","Speech and Text"
